"CO2"
369.4835680751174
389.2018779342723
423.3320809513922
457.1811252942524
489.448068478665
519.341138762053
546.2411620799033
569.6398840508645
589.1255432274596
604.3286839255785
614.8748974171883
620.2496147642788
620.1554364883536
614.4611173662532
604.3867748797227
590.0793254049086
572.7959025923848
556.3515467238959
542.0289952225169
529.9780632328512
519.8216115403637
511.24502204305116
503.98586770236693
497.82528218952683
492.5807510067077
488.1000911080693
484.25642399390125
480.9439790667117
478.0745907018774
475.57477482379016
473.38328948665367
471.44909962211347
469.72967922543
468.1895952210654
466.79932642428656
465.53427868891777
464.37396374704406
463.3013146092054
462.30211487522877
461.36452305029576
460.4786760887522
459.636359000545
458.83072953657927
458.0560887905077
457.30769007470906
456.58157969701784
455.8744643235568
455.1836004964351
454.50670261204266
453.8418662804073
453.18750449876995
452.5422945000863
451.9051334936573
451.2751018123103
450.6514322283324
450.0334844068836
449.4207236377615
448.81270312984606
448.2090492720981
447.6094493646008
