"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12"
12.385834086476343,13.016789749144248,3.86597665139574,1.6966118964129737,0.806610058756515,5.325146609695386,2.4291640113722863,3.4683114416652066,1.2950955102015185,4.551956372457898,3.837914770409634,2.6122620837914603
16.44856020094369,16.92234248792859,4.673860149614106,2.335926146743128,1.1635976950021003,10.591207897831833,4.457834685061936,5.997227686641248,2.5627259250632974,7.190990543870104,4.990996711561219,4.119226353676152
20.61665922944614,20.69948237057167,5.381768281167275,2.8867484244480255,1.5974634483968764,15.786313780874542,7.212392747331518,9.086130452795478,4.775663937325018,10.393887837579818,6.295121535366272,6.448754455795838
25.0155682051011,24.490566046006336,5.993126362076155,3.408513565199364,2.12652279410423,20.771807956629278,10.720419544718757,12.772908444004345,8.388826772604617,14.13827049335789,7.664708432487833,9.643595819723794
29.589515214018025,28.263855917340074,6.446665382679509,3.9546969839852686,2.7466694339104727,25.551106574872623,14.966327222344555,17.0902085407702,13.937069760287628,18.333393085564538,9.038184105474663,13.721206550814196
34.44324860336252,31.922832178605265,6.902816522167634,4.5170500246095715,3.4308992522675728,29.989233961029175,19.86354043648421,21.886598788642406,21.955646374583104,22.821946738610933,10.402902540208292,18.60948097048638
39.613306569111266,35.53702897641554,7.292390144611123,5.077877714717309,4.158065614011769,34.12467124283073,25.2189379955518,26.988719878207178,32.91156001676792,27.40009864883527,11.776557138350201,24.183285784369897
44.91994138794045,39.265530503314544,7.664282600109249,5.683448765209477,4.927897246855683,38.09212927124428,30.82850459216016,32.28642124210469,47.10047012915145,31.885603172620364,13.157496146994957,30.292990961560605
50.22756827989452,43.15352721117834,8.080915627506684,6.364336410167794,5.7409677938424775,42.02424272536133,36.557201938919285,37.69225320511389,64.57434325910943,36.16916324935763,14.56270529180422,36.77081284920328
55.564033140318585,47.14413817998582,8.524604597183144,7.070154676167121,6.577100581073954,46.061878152862405,42.324950697078606,43.07594167112836,85.13581600452532,40.2306187606386,16.022261677818463,43.482561675148396
60.29686979266199,51.49523571644925,9.170504428188316,7.817398114805177,7.553187864650304,51.826213024218035,49.47062677335785,48.46037215714872,104.06502131036672,45.337399538669665,17.466249577937138,51.329062879646635
64.85783117741008,56.00824098066003,9.885914612764354,8.605565687212142,8.630272700381678,58.4562280099238,57.49600853971538,53.976183302435324,123.19941529721915,50.96636079207488,18.918331966399162,60.017828084700696
69.4093481498433,60.61277917093487,10.627637189751113,9.414822271910513,9.777294983908222,65.64327645787016,66.21007494939121,59.67533721811868,143.2807533747126,56.92874748234515,20.388576468261085,69.42745179903675
74.0263067053941,65.28251815484514,11.381029837460712,10.234272431353483,10.977434363720016,73.18420808511617,75.53637840917922,65.59701918517331,164.55676422120476,63.15279287326338,21.88356382270305,79.50685390172666
78.73043843662883,70.08238639949349,12.157484555320442,11.074059165399497,12.231995351361038,81.04667487867916,85.48164701868487,71.75290935837943,187.1167979289734,69.6542409306568,23.429160842038367,90.29167766340413
