"x1"
0.0
0.1562717660906214
0.19760674461314431
0.23998785007172324
0.2852798811559789
0.33412400491407784
0.3865994282324972
0.4427817204164275
0.5028032650052613
0.5669461867531594
0.6391340266850772
0.7151886996571512
0.7929713784104163
0.8593363207435472
0.9239588184399987
0.9768696261209865
0.9953928045962267
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
