"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12"
2.9974670217799377,2.6298435511259046,2.8241391051869074,1.1316314272141226,0.3543503137223513,0.3772744494988627,0.1815688891917144,0.5540833461570508,0.07909617688890638,0.5406946644984667,2.7441418680403356,0.18073635662834522
3.562767227393635,3.2300508895052977,3.448854375017019,1.551448338476555,0.464535619424902,0.6760458385764174,0.26373841453443414,0.686575241294606,0.10280979680858866,0.7139201409711607,3.4533421047702206,0.23543135844225682
4.171862452315755,3.92879503595264,4.131511036530037,1.9613581628429382,0.6199049384628493,0.9959290790469849,0.39011968428681976,0.9099628852212162,0.1498335753213668,0.9543320693972182,4.098409843313291,0.33415524512927974
4.798966901847383,4.662985881380031,4.854601603581976,2.3954862924096787,0.8133110190929363,1.3319373252252205,0.5464467411705971,1.1482874031184978,0.2105475126085161,1.231947023921623,4.805698436289476,0.4657996471049731
5.448498958897116,5.442905598287564,5.52905375905605,2.843230344528619,1.0418302357282467,1.7015809830557524,0.7380747268509108,1.409062219345901,0.2872469748435137,1.5505511526509848,5.561673021285238,0.6323453996732175
6.104955451084415,6.269087996227208,6.267203145388427,3.3217252132162316,1.3083304622805143,2.1134984274647346,0.967895263659075,1.6983676865850015,0.38170191472517956,1.9111183930476263,6.346652186941174,0.8361906849883364
6.773149410634092,7.121571783797119,7.056841683888979,3.829174308472678,1.6098392994329433,2.562187225548255,1.238312867407282,2.0132194068016114,0.4950307672282703,2.312827008980083,7.149147143999245,1.0781050366081395
7.465273404291322,7.987569485335345,7.842488029152858,4.34157034278736,1.9411348586122288,3.0426165825197544,1.5487328524550799,2.34865111605113,0.6280481281552687,2.7520220099368715,7.970715966415421,1.3578189485111756
8.1719830351502,8.872096089963835,8.610378918343631,4.863999152907308,2.300659399230783,3.551978209957717,1.8964774753026545,2.7018916777768447,0.7810500706108575,3.2231495787841857,8.802328571897263,1.6744489389755075
8.878514327035106,9.778077911998913,9.390071085375457,5.4204910911273245,2.6900259190404094,4.087105749807542,2.2788747277102965,3.072306953072802,0.9537253156653039,3.7199086892937743,9.637697310942372,2.0256271146477176
9.6276534486646,10.676331097953131,10.097385754953766,5.999681767911163,3.091165013241359,4.596491220754725,2.662853231653939,3.4541482073412837,1.1650436071378307,4.190295739768001,10.501399461055021,2.3898864282279337
10.354612446659992,11.61252587145904,10.886624254801102,6.611249291309527,3.534186880071241,5.189826376001724,3.0950381749569216,3.8466035081227803,1.3786107173449655,4.709801975473863,11.374992989036322,2.793838971296123
11.091564537470717,12.577108601630197,11.71603951957791,7.245840902170016,4.008565614647034,5.833544396496996,3.566046091561495,4.255014538227205,1.6029612770185895,5.262544711236004,12.26970745910877,3.2328459858695497
11.828979337501098,13.5158110891153,12.511749267868506,7.869457068460154,4.497560452142298,6.49917801827445,4.065445357530066,4.674251785766304,1.839308124198223,5.824095639296228,13.154323753518195,3.694677076769757
12.594402278788658,14.53108048875526,13.391355717882167,8.525600285120179,5.015458595965631,7.20019146115938,4.602808037749889,5.116288582560339,2.0912456425758448,6.430883528012246,14.096297163737054,4.199397759382633
13.376044276570974,15.57795950247484,14.301102929903521,9.20153633500745,5.55538167866608,7.92726132780451,5.168335155054216,5.571886857955913,2.3560332130678527,7.061068058449922,15.062960195102159,4.733185983724224
14.168959787627012,16.64498993113646,15.228112724228787,9.89081469153097,6.113068200066725,8.674996380926283,5.75743047665944,6.038079258131989,2.632133388449011,7.709302580185702,16.045979909448608,5.291130950224533
14.97072454162401,17.726873773358687,16.16665726260179,10.58952984622174,6.685417204210621,9.439744627562673,6.366774684814169,6.51311157397346,2.918217319593356,8.372495096389128,17.04151266676289,5.869800028248818
15.780046374067682,18.82082226831221,17.113845960044642,11.295049169415135,7.269994164093208,10.218761463480476,6.993699983839429,6.995809425129223,3.2131108378638173,9.048560850941602,18.04757908201313,6.466468372933462
16.59628954097374,19.925297186083267,18.068140885343244,12.00555415769464,7.8648556724696785,11.00992802447235,7.635981097556933,7.485354468405624,3.515784017923316,9.735986552620027,19.06316464616859,7.078859785004286
17.419278030554143,21.039532903905783,19.028799789340262,12.719835350309092,8.468471422854387,11.811633380930859,8.291763113116195,7.9811936502353955,3.8253511531436537,10.433665601340111,20.087872723113332,7.7050597917786
18.249186938168243,22.16331830608117,19.99562864152846,13.437168990158323,9.07967443044951,12.622704811188012,8.959530196847513,8.482991817523178,4.141070716227779,11.140822671255378,21.12175889735915,8.34348229326824
19.086466048569285,23.296870247691746,20.968843235688066,14.157224606000577,9.697619480569195,13.442352757887244,9.638083743659028,8.990599193747666,4.46234254734586,11.856967729018955,22.165229562633737,8.992849723386941
19.93177958675234,24.4407444607004,21.948974905282174,14.879989064449436,10.321744838533606,14.27012179636005,10.326520742992907,9.504024962130758,4.788702109136059,12.581860350300827,23.21896796954136,9.652174334600817
20.785957230827194,25.59576615047276,22.93679886669394,15.60570279562911,10.951736453975172,15.105845831536467,11.024210494152001,10.023414361673359,5.11981242990903,13.315478559567829,24.28387583326283,10.32073763749511
23.20757885275296,27.91320770898881,25.919851124078168,18.20116277776414,12.265162039044908,15.585943482106904,11.774145564468721,10.698907973100534,5.2211219750109565,14.357341861858412,26.166718913691298,11.022663976520931
24.73544870962168,29.58000270692818,27.766242104191814,19.727527791003844,13.191806654485719,16.293013330464074,12.52043159616588,11.305143077460972,5.47126897504882,15.244246406086972,27.601898815845633,11.728033711443011
25.971956385542576,31.036735027046912,29.234136950456943,20.88681862502725,13.992254907989107,17.071336333780053,13.266717162815977,11.888735654625753,5.768113951061635,16.08187764789314,28.89371828427586,12.432543704331598
27.126208427200577,32.43807823586489,30.59131321811772,21.934365512517925,14.757215277728186,17.872722334976807,14.016914207165527,12.4680975917714,6.080470346994612,16.908428136501524,30.150278237180924,13.138430036097812
28.26865544190506,33.8365870074077,31.928350579545977,22.9566168450788,15.517513909975825,18.685028706724523,14.773891985026246,13.051023172922852,6.399415952129096,17.738486838487063,31.408987822526765,13.848458250538258
29.42370007169771,35.25123398557592,33.27658703236322,23.982965123751615,16.283972219722845,19.505926365403525,15.5396356185298,13.641215062442907,6.722586346714305,18.578227100312773,32.68389122031368,14.564769787291686
30.600610839993642,36.68985070437413,34.64783008411176,25.024070721620234,17.060820739314597,20.33569689829516,16.315594596446637,14.24072713161808,7.049560875422287,19.43073787471237,33.98113123746498,15.28892553532482
31.8036324473758,38.15648779489106,36.047392324833204,26.08445081332247,17.850123043000288,21.175255476326505,17.102943186198345,14.850921682143444,7.380488613531928,20.297939955439936,35.30408620121487,16.022129674717632
33.03531040316039,39.65387368917916,37.47838659705489,27.16659200280054,18.65323693764062,22.025644236817357,17.902736175567764,15.472863965158625,7.715687643888882,21.18130215109618,36.65512710921769,16.76540541569771
34.2976056844516,41.18426306259139,38.943167573024134,28.2723066204913,19.47130205422517,22.887920938523568,18.715992479109193,16.10749266266299,8.055532139428209,22.082121452804632,38.03624545487589,17.51970126803171
35.59228030423196,42.74974284964905,40.44383032649876,29.403188542378892,20.305404568205912,23.76314374652368,19.543736446829016,16.755696356024977,8.4004217591092,23.001637474428627,39.449290020357864,18.285947859868852
36.92103662465601,44.35234861017244,41.9823900149909,30.560770541393612,21.156633054912866,24.65237411997886,20.38701631238103,17.418348656669075,8.750773278801057,23.941080677004173,40.89606164919483,19.065085475035175
38.285570660897896,45.99411140312628,43.56085011663612,31.746580454614794,22.02609687724486,25.556680163318894,21.246910996505488,18.096324516286305,9.107017668500346,24.901692899411678,42.378353515287245,19.858075762689232
39.68759405348977,47.67707787205789,45.18123009239402,32.962162039042326,22.91493147096048,26.477137951946673,22.124531350761504,18.790507801419448,9.469598311981354,25.884735933524304,43.89796930433278,20.66590545540629
41.12884408994915,49.403319531705236,46.84557761620069,34.20908312557229,23.82429909589672,27.414831428420754,23.021019012315367,19.50179481077283,9.838969462268054,26.891494902369583,45.45673203951292,21.489586360718658
42.611088976469425,51.17493758689532,48.55597471624222,35.4889391161669,24.755388167611844,28.37085167470208,23.93754446338907,20.231095954111915,10.215594844485729,27.92327945743631,47.05648884456574,22.330153845042478
44.13613117700027,52.99406592154823,50.314541478335144,36.80335480697219,25.70941233036249,29.3462960793349,24.87530506041463,20.979336654321642,10.599946455935417,28.98142417014033,48.69911395065401,23.188664916556924
45.70580997742804,54.86287339810429,52.12343880578674,38.153985686293865,26.687609701461483,30.342267663200136,25.835523372442644,21.747457977384023,10.992503600476248,30.067288743294124,50.38651098382618,24.066196428155965
47.32200376905475,56.783565967501914,53.984870867966976,39.54251915947025,27.691242431698626,31.35987467070852,26.81944595494177,22.53641722401985,11.393752164487385,31.18225831734004,52.120615004420024,24.963843621276084
48.98663226641128,58.75838880493999,55.90108750762886,40.97067587501426,28.72159661179827,32.400230449956936,27.828342581587975,23.347188584655544,11.804184121380182,32.32774397985393,53.90339450967495,25.882719081615118
50.70165875213739,60.78962855700616,57.8743867189596,42.440211211616024,29.779982509039762,33.46445360555432,28.86350590928094,24.180763895672666,12.224297241561983,33.505183508770834,55.73685348923397,26.823952106095746
52.46909238677751,62.87961572674449,59.90711723800488,43.95291693752938,30.867735101373604,34.55366839141599,29.926251532552797,25.038153505018474,12.654594981354174,34.71604234446513,57.62303356646355,27.788688448707955
54.29099059666516,65.03072719722104,62.00168125600887,45.51062303437333,31.986214872169477,35.669005306252004,31.01791837838754,25.920387242070433,13.095586524623869,35.96181477127725,59.56401623268442,28.77809040119476
56.16946154231211,67.24538888370171,64.16053725313056,47.11519967048665,33.13680882996829,36.81160185551373,32.13986939390175,26.828515481609603,13.547786952908789,37.24402528453818,61.56192517040474,29.793337162655106
58.10666666545648,69.52607850140556,66.38620294525778,48.7685593076656,34.32093172104464,37.98260344700812,33.29349248362617,27.763610290601413,14.011717522538676,38.56423011926307,63.618928657709716,30.835625454769897
60.104823311672,71.87532843595218,68.68125833571425,50.472658926200936,35.54002740672335,39.183164391636545,34.48020165841419,28.72676664708012,14.487906030128327,39.924018918829574,65.73724204530122,31.90617034384996
62.1662074255431,74.29572870515692,71.04834886439231,52.22950235513586,36.79557038155241,40.414448984998174,35.70143836338196,29.71910372174247,14.97688725056614,41.32501652482861,67.91913029845142,33.006206235934584
64.29315631606826,76.7899300028255,73.49018864821802,54.041142696907016,38.08906741231042,41.67763264957307,36.95867295734097,30.741766214368397,15.479203434127319,42.768884872258944,70.16691059744416,34.13698801610224
