"global_algorithm_tax"
0.0
31.196666666666708
89.40050000000001
142.36745833333327
136.06575208333328
182.11078360416656
223.9053142593748
309.37118123369754
341.56841019847604
414.12398693883273
479.99925164632424
579.6922920082418
670.3638635381855
752.7158805184471
862.6112415804971
895.033728168259
858.9387084265126
824.6484396718537
792.0726843549277
761.1257168038479
731.7260976303222
703.7964594154727
677.2633031113659
652.0568046224641
628.1106310580076
314.0553155290038
157.0276577645019
78.51382888225095
39.256914441125474
19.628457220562737
9.814228610281369
4.907114305140684
2.453557152570342
1.226778576285171
0.6133892881425855
0.30669464407129277
0.15334732203564638
0.07378031531903742
0.03689015765951871
0.018445078829759355
0.009222539414879678
0.004611269707439839
0.0023056348537199194
0.0011528174268599597
0.0005764087134299798
0.0002882043567149899
0.00015257877708440643
7.628938854220321e-5
3.814469427110161e-5
1.9072347135550803e-5
9.536173567775402e-6
4.768086783887701e-6
2.3840433919438504e-6
1.1920216959719252e-6
5.960108479859626e-7
2.980054239929813e-7
1.4900271199649065e-7
7.450135599824533e-8
3.725067799912266e-8
1.862533899956133e-8
