"temperature"
0.83
0.98
1.1889736501834907
1.419381329283771
1.6547531885906386
1.8836596790031512
2.0982818318925216
2.2932735816025676
2.464862478238924
2.610108706648407
2.7260361405428593
2.803029090474375
2.843014255402349
2.8484101076148955
2.8251060432961643
2.7828330892901936
2.730827569365347
2.675632777738167
2.6212370548793484
2.569938195094691
2.522930350469417
2.4807010852155624
2.443298498359756
2.4105094696064393
2.381977214086922
2.357277523418492
2.3359670229709053
2.3176126118099454
2.301808379217955
2.288184306852662
2.276409693324953
2.266193289565282
2.257281478861024
2.2494553850419883
2.2425274836487685
2.2363380806969477
2.2307518816511926
2.225654778385555
2.220950919538517
2.2165600895334308
2.2124153965015387
2.2084612544711297
2.204651637054572
2.2009485761246617
2.197320878017915
2.19374303054898
2.1901942758409896
2.1866578261935636
2.183120202615718
2.179570678053573
2.176000809628728
2.1724040463105885
2.1687754003465693
2.165111172461086
2.1614087223136917
2.157666276992249
2.1538827714259074
2.1500577155536953
2.1461910838963396
2.1422832238692853
