"CO2"
369.4835680751174
389.2018779342723
421.8120633393509
452.9820502141201
482.12929161973636
508.4550597753115
531.320832005831
550.193035130329
564.6180094715121
574.1612367064397
578.3599010666887
576.4277665508899
569.1024814831906
557.0692749935097
541.3321361135803
525.5803815389685
511.72941937596084
500.0731724034987
490.2502523295528
481.95856521805865
474.9456397536462
469.0005213547373
463.9469810519384
459.6378278045943
455.9501464955832
452.78131216373134
450.0456549072621
447.67167000420955
445.59968472830246
443.779907585481
442.1707976761056
440.7377019562318
439.45171662877556
438.2887359962829
437.2286580662199
436.2547211986431
435.3529502778198
434.51169440284826
433.72124103625436
432.9734940153847
432.2617048961457
431.58024882696725
430.92443759717634
430.2903637139406
429.6747703739237
429.0749430419738
428.4886190565386
427.9139122726962
427.34925024768773
426.7933218865257
426.2450338099518
425.70347399486917
425.1678814777153
424.63762111187515
424.11216253769726
423.591062663425
423.07395107196555
422.56051786570384
422.05050354272095
421.5436905654624
