"CO2"
369.4835680751174
389.2018779342723
422.3995524236161
453.70634196670085
482.55948655106147
508.0875636584354
529.5960653446232
546.5128314076408
558.361762587843
564.7021614548789
565.0994802642845
559.9112942064278
551.1913626613142
540.677909250822
523.2594392671041
508.61827164701356
496.2993225829048
485.92169327642534
477.16666849393937
469.76763766265526
463.50163449286
458.18223835259886
453.6536206988917
449.7855538317789
446.469227987136
443.6137470976114
441.1431940941256
438.99417396315505
437.1137574045205
435.4577602660231
433.9893043187742
432.6776136812991
431.4970085569363
430.42606413444895
429.4469076997149
428.54463137231744
427.70680154622187
426.9230491895496
426.18472773846025
425.4846274833957
424.8167371590432
424.17604496848134
423.55837254430145
422.9602364148099
422.3787324351096
421.8114393890149
421.25633859195835
420.71174684708444
420.1762605432166
419.64870904825943
419.12811585653196
418.61366620332274
418.10468007280565
417.6005897032306
417.10092084175835
416.60527712525356
416.11332706681844
415.6247932142051
415.1394431183124
414.6570818101005
