"x1"
0.0
0.17640627970467643
0.2464625607679502
0.3027058043353096
0.3625420663492386
0.4267042361864317
0.49524670125162323
0.5682890840093401
0.6460958718113969
0.7289367987593703
0.809747111103489
0.869541593805002
0.9110776539094156
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
